docId,title,content,source,url,publishedAt,year,collectedAt,accessibilityTarget,category,priority,isDisabilityRelated,sourceType,appRelevanceScore,appUseCase,targetKeywordGroup,fetchedText,fetchStatus,fetchedAt,importantFields,importantFieldQuality
REAL-0001,실종아동 등 보호 및 지원,"아동 및 장애인(지적·자폐성·정신)의 실종예방 교육 및 홍보, 장기실종 가족지원을 통해 가족해체를 예방합니다. 장애인 안전·위기",공공데이터포털 중앙부처복지서비스,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00000032&wlfareInfoReldBztpCd=01,2021-09-03,2021,2026-06-14T02:17:55+09:00,ALL,취업/교육,MEDIUM,TRUE,PUBLIC_API,74,INFO_CARD,SAFETY_ACTION,,FAILED,2026-06-15T11:57:39+09:00,"{""supportTarget"": """", ""eligibility"": """", ""applicationTarget"": """", ""selectionCriteria"": """", ""ageCondition"": """", ""incomeCondition"": """", ""regionCondition"": """", ""supportContent"": """", ""applyMethod"": """", ""applicationMethod"": """", ""applicationPeriod"": """", ""contact"": """", ""requiredDocuments"": """", ""region"": """", ""sourceAgency"": ""공공데이터포털 중앙부처복지서비스"", ""caution"": """"}",LOW
REAL-0002,의료급여 장애인보조기기 지원,"의료급여수급 장애인에게 장애인보조기기비용을 지원하여 저소득 장애인의 삶의 질 향상과 사회복지 증진에 기여합니다. 장애인,저소득 신체건강,생활지원",공공데이터포털 중앙부처복지서비스,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00000067&wlfareInfoReldBztpCd=01,2021-09-03,2021,2026-06-14T02:17:55+09:00,ALL,보조기기,MEDIUM,TRUE,PUBLIC_API,92,BAND_NOTIFICATION,ASSISTIVE_DEVICE,,FAILED,2026-06-15T11:57:40+09:00,"{""supportTarget"": ""저소득 장애인"", ""eligibility"": ""저소득 장애인"", ""applicationTarget"": ""저소득 장애인"", ""selectionCriteria"": """", ""ageCondition"": """", ""incomeCondition"": """", ""regionCondition"": """", ""supportContent"": ""의료급여수급 장애인에게 장애인보조기기비용을 지원하여 저소득 장애인의 삶의 질 향상과 사회복지 증진에 기여합니다."", ""applyMethod"": """", ""applicationMethod"": """", ""applicationPeriod"": """", ""contact"": """", ""requiredDocuments"": """", ""region"": """", ""sourceAgency"": ""공공데이터포털 중앙부처복지서비스"", ""caution"": """"}",HIGH
REAL-0003,독거노인·장애인 응급안전안심서비스,"안전의 사각지대에 있는 노인과 장애인이 응급상황을 인지하고 응급상황에 대처할 수 있도록 안전대책을 마련하여 지역사회 예방적 돌봄을 지원합니다. 장애인,저소득,한부모·조손 생활지원,안전·위기",공공데이터포털 중앙부처복지서비스,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00001093&wlfareInfoReldBztpCd=01,2021-09-03,2021,2026-06-14T02:17:56+09:00,ALL,재난/안전,URGENT,TRUE,PUBLIC_API,97,URGENT_ALERT,SAFETY_ACTION,,FAILED,2026-06-15T11:57:41+09:00,"{""supportTarget"": ""노인"", ""eligibility"": ""노인"", ""applicationTarget"": ""노인"", ""selectionCriteria"": """", ""ageCondition"": """", ""incomeCondition"": """", ""regionCondition"": """", ""supportContent"": """", ""applyMethod"": """", ""applicationMethod"": """", ""applicationPeriod"": """", ""contact"": """", ""requiredDocuments"": """", ""region"": """", ""sourceAgency"": ""공공데이터포털 중앙부처복지서비스"", ""caution"": """"}",LOW
REAL-0004,장애인보조기기 교부,"생활이 어려운 저소득 장애인에게 장애인보조기구를 교부함으로써 생활능력 향상 및 복지증진을 도모합니다. 장애인,저소득 신체건강,생활지원",공공데이터포털 중앙부처복지서비스,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00003211&wlfareInfoReldBztpCd=01,2021-09-03,2021,2026-06-14T02:17:56+09:00,ALL,보조기기,HIGH,TRUE,PUBLIC_API,95,BAND_NOTIFICATION,ASSISTIVE_DEVICE,,FAILED,2026-06-15T11:57:42+09:00,"{""supportTarget"": ""저소득 장애인"", ""eligibility"": ""저소득 장애인"", ""applicationTarget"": ""저소득 장애인"", ""selectionCriteria"": """", ""ageCondition"": """", ""incomeCondition"": """", ""regionCondition"": """", ""supportContent"": """", ""applyMethod"": """", ""applicationMethod"": """", ""applicationPeriod"": """", ""contact"": """", ""requiredDocuments"": """", ""region"": """", ""sourceAgency"": ""공공데이터포털 중앙부처복지서비스"", ""caution"": """"}",LOW
REAL-0005,선천성 난청검사 및 보청기 지원,"선천성 난청을 조기진단하고, 조기 재활을 통해 난청으로 인해 발생할 수 있는 언어 지능 발달장애 사회부적응 등을 예방하고 건강한 성장을 도모합니다. 신체건강",공공데이터포털 중앙부처복지서비스,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00001130&wlfareInfoReldBztpCd=01,2021-09-03,2021,2026-06-14T02:17:56+09:00,HEARING_IMPAIRED,보조기기,MEDIUM,TRUE,PUBLIC_API,89,BAND_NOTIFICATION,ASSISTIVE_DEVICE|HEARING_IMPAIRED,,FAILED,2026-06-15T11:57:43+09:00,"{""supportTarget"": """", ""eligibility"": """", ""applicationTarget"": """", ""selectionCriteria"": """", ""ageCondition"": """", ""incomeCondition"": """", ""regionCondition"": """", ""supportContent"": """", ""applyMethod"": """", ""applicationMethod"": """", ""applicationPeriod"": """", ""contact"": """", ""requiredDocuments"": """", ""region"": """", ""sourceAgency"": ""공공데이터포털 중앙부처복지서비스"", ""caution"": """"}",LOW
REAL-0006,시각장애인음악재활센터지원,"시각장애인에게 체계적인 음악재활 프로그램을 제공하여 전문 음악인을 양성하고, 음악을 통해 자립생활을 지원하기 위한 시각장애인음악재활센터 사업비를 지원합니다. 장애인 문화·여가",공공데이터포털 중앙부처복지서비스,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00001143&wlfareInfoReldBztpCd=01,2021-09-03,2021,2026-06-14T02:17:56+09:00,VISUAL_IMPAIRED,의료/건강,MEDIUM,TRUE,PUBLIC_API,77,INFO_CARD,VISUAL_IMPAIRED,,FAILED,2026-06-15T11:57:44+09:00,"{""supportTarget"": ""시각장애인"", ""eligibility"": ""시각장애인"", ""applicationTarget"": ""시각장애인"", ""selectionCriteria"": """", ""ageCondition"": """", ""incomeCondition"": """", ""regionCondition"": """", ""supportContent"": """", ""applyMethod"": """", ""applicationMethod"": """", ""applicationPeriod"": """", ""contact"": """", ""requiredDocuments"": """", ""region"": """", ""sourceAgency"": ""공공데이터포털 중앙부처복지서비스"", ""caution"": """"}",LOW
REAL-0007,장애인보조견전문훈련기관지원,"장애인보조견 보급을 통해 장애인의 안전하고 독립적인 보행 및 청각장애인의 소리 인지 등의 보조서비스를 제공합니다. 장애인 생활지원,안전·위기",공공데이터포털 중앙부처복지서비스,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00001153&wlfareInfoReldBztpCd=01,2021-09-03,2021,2026-06-14T02:17:56+09:00,HEARING_IMPAIRED,이동/교통,LOW,TRUE,PUBLIC_API,93,INFO_CARD,HEARING_IMPAIRED|VISUAL_IMPAIRED,,FAILED,2026-06-15T11:57:45+09:00,"{""supportTarget"": ""청각장애인"", ""eligibility"": ""청각장애인"", ""applicationTarget"": ""청각장애인"", ""selectionCriteria"": """", ""ageCondition"": """", ""incomeCondition"": """", ""regionCondition"": """", ""supportContent"": """", ""applyMethod"": """", ""applicationMethod"": """", ""applicationPeriod"": """", ""contact"": """", ""requiredDocuments"": """", ""region"": """", ""sourceAgency"": ""공공데이터포털 중앙부처복지서비스"", ""caution"": """"}",LOW
REAL-0008,중도시각장애인재활훈련지원,"후천적 시각장애인을 위하여 맞춤형 재활 및 교육 프로그램을 실시하여 사회에 적응할 수 있도록 지원합니다. 장애인 생활지원,보호·돌봄",공공데이터포털 중앙부처복지서비스,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00001151&wlfareInfoReldBztpCd=01,2021-09-03,2021,2026-06-14T02:17:56+09:00,VISUAL_IMPAIRED,취업/교육,MEDIUM,TRUE,PUBLIC_API,83,INFO_CARD,VISUAL_IMPAIRED,,FAILED,2026-06-15T11:57:46+09:00,"{""supportTarget"": ""시각장애인"", ""eligibility"": ""시각장애인"", ""applicationTarget"": ""시각장애인"", ""selectionCriteria"": """", ""ageCondition"": """", ""incomeCondition"": """", ""regionCondition"": """", ""supportContent"": """", ""applyMethod"": """", ""applicationMethod"": """", ""applicationPeriod"": """", ""contact"": """", ""requiredDocuments"": """", ""region"": """", ""sourceAgency"": ""공공데이터포털 중앙부처복지서비스"", ""caution"": """"}",LOW
REAL-0009,보조공학기기지원,"장애로 인한 신체적 기능 저하 또는 손실로 직업생활 유지에 어려운 장애인근로자에게 작업용 보조공학기기를 지원하여 고용안정을 도모합니다. 장애인 신체건강,생활지원",공공데이터포털 중앙부처복지서비스,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00003231&wlfareInfoReldBztpCd=01,2021-09-03,2021,2026-06-14T02:17:56+09:00,ALL,보조기기,MEDIUM,TRUE,PUBLIC_API,92,BAND_NOTIFICATION,ASSISTIVE_DEVICE,,FAILED,2026-06-15T11:57:47+09:00,"{""supportTarget"": """", ""eligibility"": """", ""applicationTarget"": """", ""selectionCriteria"": """", ""ageCondition"": """", ""incomeCondition"": """", ""regionCondition"": """", ""supportContent"": """", ""applyMethod"": """", ""applicationMethod"": """", ""applicationPeriod"": """", ""contact"": """", ""requiredDocuments"": """", ""region"": """", ""sourceAgency"": ""공공데이터포털 중앙부처복지서비스"", ""caution"": """"}",LOW
REAL-0010,보험급여(건강보험 장애인보조기기),건강보험가입자 및 피부양자 중 「장애인복지법」에 따라 등록한 장애인이 장애인보조기기를 구입할 경우 구입금액 일부를 지원합니다. 장애인 신체건강,공공데이터포털 중앙부처복지서비스,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00001136&wlfareInfoReldBztpCd=01,2021-09-03,2021,2026-06-14T02:17:57+09:00,ALL,보조기기,HIGH,TRUE,PUBLIC_API,95,BAND_NOTIFICATION,ASSISTIVE_DEVICE,,FAILED,2026-06-15T11:57:48+09:00,"{""supportTarget"": """", ""eligibility"": """", ""applicationTarget"": """", ""selectionCriteria"": """", ""ageCondition"": """", ""incomeCondition"": """", ""regionCondition"": """", ""supportContent"": ""건강보험가입자 및 피부양자 중 「장애인복지법」에 따라 등록한 장애인이 장애인보조기기를 구입할 경우 구입금액 일부를 지원합니다."", ""applyMethod"": """", ""applicationMethod"": """", ""applicationPeriod"": """", ""contact"": """", ""requiredDocuments"": """", ""region"": """", ""sourceAgency"": ""공공데이터포털 중앙부처복지서비스"", ""caution"": """"}",MEDIUM
REAL-0011,정보통신보조기기 보급,"장애인의 기능적 한계를 보완개선하여 정보화를 통한 역량을 증진할 수 있도록 정보통신보조기기 보급을 지원합니다. 보훈대상자,장애인,저소득 생활지원",공공데이터포털 중앙부처복지서비스,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00001062&wlfareInfoReldBztpCd=01,2021-09-03,2021,2026-06-14T02:17:57+09:00,ALL,보조기기,HIGH,TRUE,PUBLIC_API,99,BAND_NOTIFICATION,ASSISTIVE_DEVICE,,SKIPPED,2026-06-15T11:57:48+09:00,"{""supportTarget"": ""보훈대상자,장애인,저소득 생활지원"", ""eligibility"": ""보훈대상자,장애인,저소득 생활지원"", ""applicationTarget"": ""보훈대상자,장애인,저소득 생활지원"", ""selectionCriteria"": """", ""ageCondition"": """", ""incomeCondition"": """", ""regionCondition"": """", ""supportContent"": ""장애인의 기능적 한계를 보완개선하여 정보화를 통한 역량을 증진할 수 있도록 정보통신보조기기 보급을 지원합니다."", ""applyMethod"": """", ""applicationMethod"": """", ""applicationPeriod"": """", ""contact"": """", ""requiredDocuments"": """", ""region"": """", ""sourceAgency"": ""공공데이터포털 중앙부처복지서비스"", ""caution"": """"}",HIGH
REAL-0012,정신질환자 치료비 지원 사업,"조현병 등 정신질환 발병 초기에 집중적인 치료를 유도하고 응급상황 입원 및 퇴원 후에도 꾸준한 치료를 받을 수 있도록 치료비를 지원합니다. 장애인 정신건강,서민금융",공공데이터포털 중앙부처복지서비스,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00006241&wlfareInfoReldBztpCd=01,2026-04-09,2026,2026-06-14T02:17:57+09:00,ALL,재난/안전,URGENT,TRUE,PUBLIC_API,70,URGENT_ALERT,SAFETY_ACTION,,SKIPPED,2026-06-15T11:57:48+09:00,"{""supportTarget"": """", ""eligibility"": """", ""applicationTarget"": """", ""selectionCriteria"": """", ""ageCondition"": """", ""incomeCondition"": """", ""regionCondition"": """", ""supportContent"": """", ""applyMethod"": """", ""applicationMethod"": """", ""applicationPeriod"": """", ""contact"": """", ""requiredDocuments"": """", ""region"": """", ""sourceAgency"": ""공공데이터포털 중앙부처복지서비스"", ""caution"": """"}",LOW
REAL-0013,시각·청각장애인용 TV 보급사업,"시각·청각 장애인이 비장애인과 동등한 조건에서 방송매체에 접근할 수 있도록 장애인용 맞춤형 TV를 보급하여 방송소외계층의 방송접근권을 보장합니다. 보훈대상자,장애인,저소득 생활지원",공공데이터포털 중앙부처복지서비스,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00000104&wlfareInfoReldBztpCd=01,2021-09-03,2021,2026-06-14T02:17:57+09:00,HEARING_IMPAIRED,지원사업/모집,HIGH,TRUE,PUBLIC_API,99,VISUAL_GUIDE,HEARING_IMPAIRED,,SKIPPED,2026-06-15T11:57:48+09:00,"{""supportTarget"": ""보훈대상자,장애인,저소득 생활지원"", ""eligibility"": ""보훈대상자,장애인,저소득 생활지원"", ""applicationTarget"": ""보훈대상자,장애인,저소득 생활지원"", ""selectionCriteria"": """", ""ageCondition"": """", ""incomeCondition"": """", ""regionCondition"": """", ""supportContent"": """", ""applyMethod"": """", ""applicationMethod"": """", ""applicationPeriod"": """", ""contact"": """", ""requiredDocuments"": """", ""region"": """", ""sourceAgency"": ""공공데이터포털 중앙부처복지서비스"", ""caution"": """"}",LOW
REAL-0014,웹정보접근성제고,장애인을 포함한 국민 모두가 공평하게 정보화의 혜택을 영위할 수 있도록 정보접근 환경을 조성하여 사회통합 유도하여여 웹 접근성 제고 및 차별 없는 인터넷 이용환경을 조성합니다. 장애인,공공데이터포털 중앙부처복지서비스,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00006207&wlfareInfoReldBztpCd=01,2026-03-09,2026,2026-06-14T02:17:57+09:00,ALL,권리/차별,LOW,TRUE,PUBLIC_API,82,INFO_CARD,ASSISTIVE_DEVICE,,SKIPPED,2026-06-15T11:57:48+09:00,"{""supportTarget"": """", ""eligibility"": """", ""applicationTarget"": """", ""selectionCriteria"": """", ""ageCondition"": """", ""incomeCondition"": """", ""regionCondition"": """", ""supportContent"": """", ""applyMethod"": """", ""applicationMethod"": """", ""applicationPeriod"": """", ""contact"": """", ""requiredDocuments"": """", ""region"": """", ""sourceAgency"": ""공공데이터포털 중앙부처복지서비스"", ""caution"": """"}",LOW
REAL-0015,장애인자립자금대여,"저소득 장애인의 소규모 창업 및 출퇴근용 자동차 구입 비용을 장기 저리로 대여하여 생업의 기반을 다지고 편리하게 이동할 수 있도록 지원합니다. 장애인,저소득 생활지원,일자리,서민금융",공공데이터포털 중앙부처복지서비스,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00000026&wlfareInfoReldBztpCd=01,2021-09-03,2021,2026-06-14T02:17:58+09:00,ALL,취업/교육,LOW,TRUE,PUBLIC_API,74,INFO_CARD,GENERAL,,SKIPPED,2026-06-15T11:57:48+09:00,"{""supportTarget"": ""저소득 장애인"", ""eligibility"": ""저소득 장애인"", ""applicationTarget"": ""저소득 장애인"", ""selectionCriteria"": """", ""ageCondition"": """", ""incomeCondition"": """", ""regionCondition"": """", ""supportContent"": """", ""applyMethod"": """", ""applicationMethod"": """", ""applicationPeriod"": """", ""contact"": """", ""requiredDocuments"": """", ""region"": """", ""sourceAgency"": ""공공데이터포털 중앙부처복지서비스"", ""caution"": """"}",LOW
REAL-0016,발달장애인 공공후견지원 사업,"의사결정능력 부족으로 어려움을 겪고 있는 성인 발달장애인에게 공공후견서비스를 제공하여 자립생활을 지원합니다. 장애인 생활지원,법률",공공데이터포털 중앙부처복지서비스,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00000065&wlfareInfoReldBztpCd=01,2021-09-03,2021,2026-06-14T02:17:58+09:00,ALL,복지지원,LOW,TRUE,PUBLIC_API,80,POLICY_REFERENCE,GENERAL,,SKIPPED,2026-06-15T11:57:48+09:00,"{""supportTarget"": """", ""eligibility"": """", ""applicationTarget"": """", ""selectionCriteria"": """", ""ageCondition"": """", ""incomeCondition"": """", ""regionCondition"": """", ""supportContent"": """", ""applyMethod"": """", ""applicationMethod"": """", ""applicationPeriod"": """", ""contact"": """", ""requiredDocuments"": """", ""region"": """", ""sourceAgency"": ""공공데이터포털 중앙부처복지서비스"", ""caution"": """"}",LOW
REAL-0017,장애인일자리지원,18세 이상 미취업 장애인에게 공공형 일자리를 제공하여 사회참여 확대와 소득보장을 도모합니다. 장애인 일자리,공공데이터포털 중앙부처복지서비스,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00000025&wlfareInfoReldBztpCd=01,2021-09-03,2021,2026-06-14T02:17:58+09:00,ALL,취업/교육,MEDIUM,TRUE,PUBLIC_API,74,INFO_CARD,GENERAL,,SKIPPED,2026-06-15T11:57:48+09:00,"{""supportTarget"": ""18세 이상"", ""eligibility"": ""18세 이상"", ""applicationTarget"": ""18세 이상"", ""selectionCriteria"": """", ""ageCondition"": ""18세 이상"", ""incomeCondition"": """", ""regionCondition"": """", ""supportContent"": """", ""applyMethod"": """", ""applicationMethod"": """", ""applicationPeriod"": """", ""contact"": """", ""requiredDocuments"": """", ""region"": """", ""sourceAgency"": ""공공데이터포털 중앙부처복지서비스"", ""caution"": """"}",LOW
REAL-0018,장애인 운전교육 사업,중증장애인의 운전면허 취득에 필요한 실기(기능 및 도로주행) 교육과 면허증을 소지한 중도장애인의 운전 적응을 위한 순회교육을 실시하여 장애인의 이동권을 증진하고 사회참여를 확대합니다. 장애인,공공데이터포털 중앙부처복지서비스,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00000027&wlfareInfoReldBztpCd=01,2021-09-03,2021,2026-06-14T02:17:58+09:00,ALL,취업/교육,MEDIUM,TRUE,PUBLIC_API,70,POLICY_REFERENCE,GENERAL,,SKIPPED,2026-06-15T11:57:48+09:00,"{""supportTarget"": ""중증장애인"", ""eligibility"": ""중증장애인"", ""applicationTarget"": ""중증장애인"", ""selectionCriteria"": """", ""ageCondition"": """", ""incomeCondition"": """", ""regionCondition"": """", ""supportContent"": """", ""applyMethod"": """", ""applicationMethod"": """", ""applicationPeriod"": """", ""contact"": """", ""requiredDocuments"": """", ""region"": """", ""sourceAgency"": ""공공데이터포털 중앙부처복지서비스"", ""caution"": """"}",LOW
REAL-0019,장애인 집합 정보화교육,장애인을 대상으로 다양한 정보화교육을 실시하여 정보사회 적응력 및 생산적 정보활용능력 향상을 지원합니다. 장애인 교육,공공데이터포털 중앙부처복지서비스,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00000066&wlfareInfoReldBztpCd=01,2021-09-03,2021,2026-06-14T02:17:58+09:00,ALL,취업/교육,MEDIUM,TRUE,PUBLIC_API,78,INFO_CARD,GENERAL,,SKIPPED,2026-06-15T11:57:48+09:00,"{""supportTarget"": """", ""eligibility"": """", ""applicationTarget"": """", ""selectionCriteria"": """", ""ageCondition"": """", ""incomeCondition"": """", ""regionCondition"": """", ""supportContent"": """", ""applyMethod"": """", ""applicationMethod"": """", ""applicationPeriod"": """", ""contact"": """", ""requiredDocuments"": """", ""region"": """", ""sourceAgency"": ""공공데이터포털 중앙부처복지서비스"", ""caution"": """"}",LOW
REAL-0020,장애학생 정보격차 해소 지원,특수교육대상자를 위한 교수-학습 지원 콘텐츠 개발 및 사이트를 운영하여 정보격차 해소를 지원합니다. 장애인 교육,공공데이터포털 중앙부처복지서비스,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00001075&wlfareInfoReldBztpCd=01,2021-09-03,2021,2026-06-14T02:17:59+09:00,ALL,지원사업/모집,HIGH,TRUE,PUBLIC_API,94,BAND_NOTIFICATION,GENERAL,,SKIPPED,2026-06-15T11:57:48+09:00,"{""supportTarget"": ""특수교육대상자를 위한 교수-학습 지원 콘텐츠 개발 및 사이트를 운영하여 정보격차 해소를 지원합니다."", ""eligibility"": ""특수교육대상자를 위한 교수-학습 지원 콘텐츠 개발 및 사이트를 운영하여 정보격차 해소를 지원합니다."", ""applicationTarget"": ""특수교육대상자를 위한 교수-학습 지원 콘텐츠 개발 및 사이트를 운영하여 정보격차 해소를 지원합니다."", ""selectionCriteria"": """", ""ageCondition"": """", ""incomeCondition"": """", ""regionCondition"": """", ""supportContent"": """", ""applyMethod"": """", ""applicationMethod"": """", ""applicationPeriod"": """", ""contact"": """", ""requiredDocuments"": """", ""region"": """", ""sourceAgency"": ""공공데이터포털 중앙부처복지서비스"", ""caution"": """"}",LOW
REAL-0021,척수장애인재활훈련지원,"척수장애인에게 사회·심리 재활, 동료 상담가 파견, 지역사회 복귀훈련 등 재활프로그램을 지원합니다. 장애인 신체건강,생활지원,문화·여가",공공데이터포털 중앙부처복지서비스,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00001070&wlfareInfoReldBztpCd=01,2021-09-03,2021,2026-06-14T02:17:59+09:00,ALL,의료/건강,MEDIUM,TRUE,PUBLIC_API,80,INFO_CARD,GENERAL,,SKIPPED,2026-06-15T11:57:48+09:00,"{""supportTarget"": """", ""eligibility"": """", ""applicationTarget"": """", ""selectionCriteria"": """", ""ageCondition"": """", ""incomeCondition"": """", ""regionCondition"": """", ""supportContent"": """", ""applyMethod"": """", ""applicationMethod"": """", ""applicationPeriod"": """", ""contact"": """", ""requiredDocuments"": """", ""region"": """", ""sourceAgency"": ""공공데이터포털 중앙부처복지서비스"", ""caution"": """"}",LOW
REAL-0022,장애인고용장려금,장애인 의무고용률을 초과하여 장애인을 고용하는 사업주에게 고용장려금을 지급하여 장애인 근로자의 직업생활 안정을 도모합니다. 장애인 일자리,공공데이터포털 중앙부처복지서비스,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00001090&wlfareInfoReldBztpCd=01,2021-09-03,2021,2026-06-14T02:17:59+09:00,ALL,취업/교육,MEDIUM,TRUE,PUBLIC_API,70,INFO_CARD,GENERAL,,SKIPPED,2026-06-15T11:57:48+09:00,"{""supportTarget"": """", ""eligibility"": """", ""applicationTarget"": """", ""selectionCriteria"": """", ""ageCondition"": """", ""incomeCondition"": """", ""regionCondition"": """", ""supportContent"": """", ""applyMethod"": """", ""applicationMethod"": """", ""applicationPeriod"": """", ""contact"": """", ""requiredDocuments"": """", ""region"": """", ""sourceAgency"": ""공공데이터포털 중앙부처복지서비스"", ""caution"": """"}",LOW
REAL-0023,장애인고용증진융자,"장애인을 고용하여 사업을 하거나 하고자 하는 사업주에게 장애인 고용 관련 작업시설, 부대시설, 편의시설 등의 설치·구입·수리비용의 융자 이자를 지원하여 장애인 고용창출 및 고용안정을 도모합니다. 장애인 생활지원,일자리",공공데이터포털 중앙부처복지서비스,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00000068&wlfareInfoReldBztpCd=01,2021-09-03,2021,2026-06-14T02:18:00+09:00,ALL,취업/교육,MEDIUM,TRUE,PUBLIC_API,74,INFO_CARD,GENERAL,,SKIPPED,2026-06-15T11:57:48+09:00,"{""supportTarget"": """", ""eligibility"": """", ""applicationTarget"": """", ""selectionCriteria"": """", ""ageCondition"": """", ""incomeCondition"": """", ""regionCondition"": """", ""supportContent"": """", ""applyMethod"": """", ""applicationMethod"": """", ""applicationPeriod"": """", ""contact"": """", ""requiredDocuments"": """", ""region"": """", ""sourceAgency"": ""공공데이터포털 중앙부처복지서비스"", ""caution"": """"}",LOW
REAL-0024,발달장애인 부모상담지원사업,발달장애인 부모에게 발달장애인의 양육과 부양에 따른 심리적 부담 완화 및 가족기능 향상 도모를 위한 전문 심리상담을 지원합니다. 장애인 정신건강,공공데이터포털 중앙부처복지서비스,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00000064&wlfareInfoReldBztpCd=01,2021-09-03,2021,2026-06-14T02:18:00+09:00,ALL,지원사업/모집,HIGH,TRUE,PUBLIC_API,94,BAND_NOTIFICATION,GENERAL,,SKIPPED,2026-06-15T11:57:48+09:00,"{""supportTarget"": """", ""eligibility"": """", ""applicationTarget"": """", ""selectionCriteria"": """", ""ageCondition"": """", ""incomeCondition"": """", ""regionCondition"": """", ""supportContent"": """", ""applyMethod"": """", ""applicationMethod"": """", ""applicationPeriod"": """", ""contact"": """", ""requiredDocuments"": """", ""region"": """", ""sourceAgency"": ""공공데이터포털 중앙부처복지서비스"", ""caution"": """"}",LOW
REAL-0025,여성장애인교육지원,"장애와 여성이라는 이중 제약으로 교육의 기회를 갖지 못한 장애 여성에게 교육서비스를 제공하여 사회참여 기회를 확대합니다. 장애인 생활지원,교육",공공데이터포털 중앙부처복지서비스,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00003220&wlfareInfoReldBztpCd=01,2021-09-03,2021,2026-06-14T02:18:01+09:00,ALL,취업/교육,MEDIUM,TRUE,PUBLIC_API,74,INFO_CARD,GENERAL,,SKIPPED,2026-06-15T11:57:48+09:00,"{""supportTarget"": """", ""eligibility"": """", ""applicationTarget"": """", ""selectionCriteria"": """", ""ageCondition"": """", ""incomeCondition"": """", ""regionCondition"": """", ""supportContent"": """", ""applyMethod"": """", ""applicationMethod"": """", ""applicationPeriod"": """", ""contact"": """", ""requiredDocuments"": """", ""region"": """", ""sourceAgency"": ""공공데이터포털 중앙부처복지서비스"", ""caution"": """"}",LOW
